Order_ID,Order_Date,Customer_Name,Category,Product,City,State,Quantity,Sales,Discount,Profit,Payment_Mode
ORD00549,23-08-2025,Rohit Gupta,Grocery,Atta,Pune,Maharashtra,2,4876,0.15,231.61,Card
ORD00550,10-01-2025,Arjun Mehta,Grocery,Spices,Ghaziabad,Uttar Pradesh,2,1384,0.08,99.65,Net Banking
ORD00551,14-05-2026,Vivek Gupta,Furniture,Filing Cabinet,Mumbai,Maharashtra,5,122055,0.05,19833.94,Wallet
ORD00552,09-08-2025,Simran Kaur,Electronics,Tablet,Noida,Uttar Pradesh,6,67824,0,8817.12,UPI
ORD00553,25-07-2026,Simran Yadav,Grocery,Biscuits,Lucknow,Uttar Pradesh,3,4665,0.1,303.23,UPI
ORD00554,13-08-2026,Varun Singh,Grocery,Cooking Oil,Agra,Uttar Pradesh,6,5364,0.1,348.66,Cash
ORD00555,03-04-2026,Priya Mehta,Clothing,Jacket,Bengaluru,Karnataka,5,21465,0.15,3595.39,Wallet
ORD00556,12-12-2025,Nikhil Patel,Clothing,Shoes,Bengaluru,Karnataka,2,3344,0.15,560.12,Wallet
ORD00557,18-11-2025,Anjali Gupta,Grocery,Cooking Oil,Noida,Uttar Pradesh,2,2974,0.02,276.58,Cash
ORD00558,07-04-2026,Nikhil Singh,Grocery,Tea,Kota,Rajasthan,3,7452,0.1,484.38,Card
ORD00559,23-03-2025,Pooja Singh,Electronics,Keyboard,Chandigarh,Chandigarh,2,87972,0.05,9896.85,Net Banking
ORD00560,27-01-2025,Riya Jain,Electronics,Monitor,Noida,Uttar Pradesh,4,146168,0,19001.84,UPI
ORD00561,04-02-2026,Vivek Verma,Electronics,Headphones,Pune,Maharashtra,2,12250,0.15,949.38,Card
ORD00562,24-06-2025,Rahul Sharma,Clothing,Shoes,Bengaluru,Karnataka,2,2750,0.1,508.75,Cash
ORD00563,16-07-2026,Sneha Singh,Clothing,Hoodie,Kota,Rajasthan,4,18912,0.05,3829.68,Wallet
ORD00564,01-08-2026,Nikhil Jain,Furniture,Desk Lamp,Pune,Maharashtra,4,85912,0.15,10953.78,Wallet
ORD00565,29-03-2026,Vivek Yadav,Clothing,Jacket,Kota,Rajasthan,5,10800,0,2376,Net Banking
ORD00566,20-05-2025,Mohit Gupta,Clothing,Jeans,Lucknow,Uttar Pradesh,1,300,0.1,55.5,Net Banking
ORD00567,17-03-2026,Vivek Patel,Electronics,Printer,Kolkata,West Bengal,4,80940,0,10522.2,Card
ORD00568,24-03-2026,Riya Verma,Electronics,Smartphone,Ghaziabad,Uttar Pradesh,4,233652,0.1,22196.94,Card
ORD00569,03-09-2025,Komal Patel,Grocery,Spices,Ghaziabad,Uttar Pradesh,3,1212,0.08,87.26,Cash
ORD00570,12-07-2025,Priya Singh,Clothing,Dress,Chandigarh,Chandigarh,5,12510,0.08,2401.92,Card
ORD00571,19-05-2026,Pooja Yadav,Clothing,T-Shirt,Bengaluru,Karnataka,4,16036,0.05,3247.29,UPI
ORD00572,16-10-2025,Simran Singh,Furniture,Office Chair,Mumbai,Maharashtra,1,6892,0,1240.56,Net Banking
ORD00573,11-08-2025,Anjali Mehta,Electronics,Mouse,Noida,Uttar Pradesh,2,3130,0.08,319.26,Cash
ORD00574,24-03-2025,Neha Sharma,Grocery,Biscuits,Kota,Rajasthan,6,1254,0.05,103.45,Cash
ORD00575,14-09-2025,Riya Sharma,Grocery,Cooking Oil,Mumbai,Maharashtra,4,3292,0.02,306.16,UPI
ORD00576,04-02-2025,Pooja Kaur,Furniture,Sofa,Kolkata,West Bengal,4,35596,0.15,4538.49,UPI
ORD00577,12-06-2025,Amit Jain,Furniture,Sofa,Jaipur,Rajasthan,6,66162,0.05,10751.33,Wallet
ORD00578,05-01-2026,Amit Verma,Electronics,Headphones,Kota,Rajasthan,6,121098,0.02,14895.05,UPI
ORD00579,10-10-2025,Shivam Kumar,Furniture,Filing Cabinet,Jaipur,Rajasthan,3,3879,0.02,671.07,Net Banking
ORD00580,08-06-2025,Mohit Kumar,Furniture,Office Chair,Delhi,Delhi,5,117170,0.08,17809.84,Card
ORD00581,03-03-2025,Amit Yadav,Furniture,Sofa,Noida,Uttar Pradesh,6,126426,0.05,20544.23,Card
ORD00582,22-12-2025,Sneha Verma,Electronics,Keyboard,Kota,Rajasthan,2,42714,0.1,4057.83,UPI
ORD00583,12-05-2026,Sneha Jain,Grocery,Biscuits,Chandigarh,Chandigarh,2,2212,0,221.2,Cash
ORD00584,28-11-2025,Sneha Gupta,Grocery,Sugar,Pune,Maharashtra,2,4612,0.05,380.49,Wallet
ORD00585,27-09-2025,Varun Yadav,Furniture,Office Chair,Mumbai,Maharashtra,2,31050,0.05,5045.62,Net Banking
ORD00586,08-01-2026,Tanya Verma,Electronics,Tablet,Chandigarh,Chandigarh,2,116926,0,15200.38,Cash
ORD00587,19-07-2026,Neha Patel,Electronics,Tablet,Ghaziabad,Uttar Pradesh,5,226875,0.08,23141.25,Cash
ORD00588,20-06-2026,Priya Sharma,Clothing,Shoes,Bengaluru,Karnataka,3,3612,0,794.64,Card
ORD00589,12-04-2025,Amit Patel,Furniture,Office Chair,Ghaziabad,Uttar Pradesh,1,16704,0.02,2889.79,Net Banking
ORD00590,14-03-2025,Rahul Verma,Grocery,Tea,Delhi,Delhi,3,2952,0.1,191.88,Net Banking
ORD00591,26-07-2026,Nikhil Yadav,Electronics,Printer,Kolkata,West Bengal,6,27468,0.05,3090.15,UPI
ORD00592,21-03-2025,Pooja Jain,Clothing,Kurta,Delhi,Delhi,6,5256,0.05,1064.34,UPI
ORD00593,23-06-2026,Karan Patel,Electronics,Mouse,Mumbai,Maharashtra,4,52064,0.02,6403.87,Card
ORD00594,15-04-2026,Nikhil Kumar,Grocery,Cooking Oil,Kolkata,West Bengal,6,14646,0.05,1208.3,Card
ORD00595,11-06-2025,Varun Patel,Furniture,Desk Lamp,Jaipur,Rajasthan,5,59295,0.15,7560.11,Net Banking
ORD00596,17-03-2026,Anjali Patel,Clothing,Jacket,Mumbai,Maharashtra,3,10035,0.08,1926.72,Card
ORD00597,09-04-2026,Sneha Mehta,Furniture,Sofa,Kolkata,West Bengal,5,45625,0.05,7414.06,UPI
ORD00598,06-11-2025,Rahul Gupta,Electronics,Headphones,Pune,Maharashtra,1,34522,0.02,4246.21,Card
ORD00599,08-06-2026,Varun Patel,Furniture,Bookshelf,Delhi,Delhi,6,59052,0.1,8562.54,Wallet
ORD00600,22-05-2025,Simran Yadav,Furniture,Office Chair,Delhi,Delhi,4,49816,0.02,8618.17,Wallet
ORD00601,14-02-2026,Shivam Verma,Furniture,Table,Lucknow,Uttar Pradesh,3,11433,0.1,1657.78,UPI
ORD00602,14-08-2026,Rohit Patel,Clothing,Hoodie,Kota,Rajasthan,2,8598,0.15,1440.17,Cash
ORD00603,23-12-2025,Nikhil Mehta,Electronics,Tablet,Noida,Uttar Pradesh,1,51121,0.05,5751.11,UPI
ORD00604,27-01-2026,Amit Gupta,Furniture,Filing Cabinet,Bengaluru,Karnataka,5,5870,0.15,748.43,Wallet
ORD00605,30-05-2026,Karan Singh,Electronics,Smartphone,Mumbai,Maharashtra,5,52010,0.05,5851.12,UPI
ORD00606,03-04-2025,Karan Mehta,Grocery,Pulses,Kolkata,West Bengal,5,12180,0.1,791.7,Cash
ORD00607,09-08-2026,Amit Jain,Grocery,Atta,Meerut,Uttar Pradesh,3,1254,0.08,90.29,Net Banking
ORD00608,14-05-2025,Neha Kaur,Clothing,T-Shirt,Jaipur,Rajasthan,5,19295,0.15,3231.91,Wallet
ORD00609,29-07-2026,Tanya Jain,Furniture,Sofa,Jaipur,Rajasthan,6,117126,0.02,20262.8,Card
ORD00610,13-08-2026,Priya Kumar,Furniture,Office Chair,Lucknow,Uttar Pradesh,4,45588,0.15,5812.47,Net Banking
ORD00611,25-01-2025,Vivek Singh,Grocery,Biscuits,Agra,Uttar Pradesh,2,2786,0.05,229.84,Cash
ORD00612,18-01-2026,Neha Kumar,Grocery,Atta,Kota,Rajasthan,1,1036,0.02,96.35,UPI
ORD00613,15-01-2025,Anjali Kumar,Electronics,Mouse,Pune,Maharashtra,2,115068,0.05,12945.15,Cash
ORD00614,05-07-2026,Pooja Verma,Grocery,Pulses,Delhi,Delhi,3,2808,0.15,133.38,Wallet
ORD00615,19-01-2025,Riya Patel,Clothing,Kurta,Kota,Rajasthan,5,7285,0.15,1220.24,Wallet
ORD00616,05-10-2025,Amit Kaur,Electronics,Headphones,Meerut,Uttar Pradesh,1,19213,0.02,2363.2,UPI
ORD00617,04-01-2026,Rohit Sharma,Electronics,Tablet,Bengaluru,Karnataka,3,132147,0.15,10241.39,Cash
ORD00618,12-05-2026,Tanya Jain,Grocery,Sugar,Jaipur,Rajasthan,5,2435,0.05,200.89,UPI
ORD00619,23-01-2025,Amit Verma,Furniture,Table,Mumbai,Maharashtra,4,76688,0.15,9777.72,Wallet
ORD00620,22-12-2025,Mohit Yadav,Clothing,Jacket,Kota,Rajasthan,4,6344,0,1395.68,Cash
ORD00621,01-02-2026,Rahul Jain,Furniture,Desk Lamp,Lucknow,Uttar Pradesh,1,21305,0.05,3462.06,Cash
ORD00622,31-03-2025,Riya Jain,Furniture,Table,Agra,Uttar Pradesh,4,89304,0.02,15449.59,Wallet
ORD00623,16-11-2025,Tanya Yadav,Furniture,Sofa,Ghaziabad,Uttar Pradesh,5,29025,0.08,4411.8,Net Banking
ORD00624,27-07-2025,Neha Gupta,Furniture,Table,Bengaluru,Karnataka,2,39678,0.1,5753.31,Wallet
ORD00625,11-06-2025,Anjali Kumar,Furniture,Sofa,Kolkata,West Bengal,2,44606,0.1,6467.87,Wallet
ORD00626,23-11-2025,Nikhil Mehta,Electronics,Keyboard,Agra,Uttar Pradesh,2,96498,0,12544.74,Cash
ORD00627,09-07-2025,Rahul Patel,Grocery,Tea,Meerut,Uttar Pradesh,2,1034,0.02,96.16,Wallet
ORD00628,26-08-2025,Karan Sharma,Clothing,Kurta,Pune,Maharashtra,5,10955,0.1,2026.67,Cash
ORD00629,26-04-2026,Mohit Singh,Electronics,Printer,Meerut,Uttar Pradesh,5,280260,0.1,26624.7,Net Banking
ORD00630,03-02-2025,Nikhil Sharma,Grocery,Pulses,Meerut,Uttar Pradesh,2,1742,0.02,162.01,Cash
ORD00631,09-03-2025,Arjun Kaur,Grocery,Sugar,Chandigarh,Chandigarh,6,5460,0.02,507.78,Wallet
ORD00632,19-02-2026,Amit Patel,Grocery,Biscuits,Ahmedabad,Gujarat,4,4360,0.08,313.92,Net Banking
ORD00633,04-07-2026,Komal Sharma,Clothing,Shoes,Pune,Maharashtra,6,29910,0.1,5533.35,Wallet
ORD00634,16-06-2026,Varun Mehta,Electronics,Printer,Kota,Rajasthan,1,58126,0.02,7149.5,UPI
ORD00635,08-11-2025,Vivek Kaur,Grocery,Rice,Ghaziabad,Uttar Pradesh,3,5640,0.08,406.08,Card
ORD00636,20-04-2026,Sneha Kumar,Grocery,Tea,Pune,Maharashtra,1,2197,0.02,204.32,Wallet
ORD00637,14-07-2026,Neha Mehta,Electronics,Keyboard,Kolkata,West Bengal,5,296050,0.15,22943.88,Net Banking
ORD00638,26-07-2025,Sneha Kumar,Clothing,Shoes,Delhi,Delhi,2,8032,0.1,1485.92,Cash
ORD00639,07-05-2025,Priya Kumar,Clothing,Dress,Bengaluru,Karnataka,6,9858,0.15,1651.22,Net Banking
ORD00640,08-06-2026,Tanya Singh,Clothing,T-Shirt,Mumbai,Maharashtra,6,20676,0.15,3463.23,Net Banking
ORD00641,03-06-2025,Arjun Singh,Grocery,Rice,Kolkata,West Bengal,2,2904,0.1,188.76,Card
ORD00642,23-10-2025,Arjun Kumar,Electronics,Tablet,Lucknow,Uttar Pradesh,3,145353,0.08,14826.01,Card
ORD00643,25-05-2026,Aditya Jain,Furniture,Office Chair,Pune,Maharashtra,3,3600,0.08,547.2,UPI
ORD00644,24-02-2026,Sneha Kumar,Grocery,Sugar,Ghaziabad,Uttar Pradesh,5,10140,0.08,730.08,Wallet
ORD00645,25-07-2026,Pooja Sharma,Electronics,Mouse,Mumbai,Maharashtra,3,123648,0.15,9582.72,Card
ORD00646,03-02-2025,Shivam Patel,Furniture,Office Chair,Bengaluru,Karnataka,3,6009,0.02,1039.56,Cash
ORD00647,15-06-2025,Vivek Patel,Clothing,T-Shirt,Delhi,Delhi,1,3715,0.02,791.29,Wallet
ORD00648,06-04-2025,Vivek Yadav,Furniture,Sofa,Chandigarh,Chandigarh,5,63010,0,11341.8,Cash
ORD00649,27-10-2025,Aditya Singh,Grocery,Cooking Oil,Kolkata,West Bengal,4,9336,0,933.6,UPI
ORD00650,03-08-2025,Tanya Sharma,Clothing,Jacket,Mumbai,Maharashtra,4,18388,0.02,3916.64,UPI
ORD00651,22-10-2025,Nikhil Patel,Electronics,Printer,Chandigarh,Chandigarh,6,241404,0.15,18708.81,Cash
ORD00652,31-07-2026,Aditya Jain,Clothing,Kurta,Pune,Maharashtra,5,15990,0.02,3405.87,Net Banking
ORD00653,02-01-2025,Rohit Sharma,Grocery,Atta,Pune,Maharashtra,2,2538,0.02,236.03,Net Banking
ORD00654,16-02-2025,Anjali Yadav,Electronics,Mouse,Kolkata,West Bengal,5,138865,0.08,14164.23,Wallet
ORD00655,18-09-2025,Priya Gupta,Furniture,Office Chair,Bengaluru,Karnataka,2,46820,0.05,7608.25,Cash
ORD00656,10-02-2026,Shivam Patel,Clothing,Hoodie,Delhi,Delhi,1,3030,0.05,613.58,UPI
ORD00657,01-05-2026,Amit Singh,Furniture,Table,Agra,Uttar Pradesh,3,68505,0.08,10412.76,Net Banking
ORD00658,28-02-2026,Amit Jain,Furniture,Filing Cabinet,Kota,Rajasthan,5,58900,0.08,8952.8,Cash
ORD00659,06-12-2025,Mohit Kumar,Clothing,Kurta,Mumbai,Maharashtra,1,2006,0.1,371.11,Card
ORD00660,02-07-2026,Arjun Patel,Clothing,Hoodie,Delhi,Delhi,3,10119,0.15,1694.93,Wallet
ORD00661,19-11-2025,Amit Gupta,Grocery,Atta,Pune,Maharashtra,1,1342,0.15,63.75,Net Banking
ORD00662,10-08-2025,Komal Gupta,Electronics,Printer,Ghaziabad,Uttar Pradesh,3,90648,0.05,10197.9,Card
ORD00663,05-04-2025,Sneha Jain,Electronics,Smartphone,Kolkata,West Bengal,1,51573,0.02,6343.48,UPI
ORD00664,21-06-2026,Vivek Yadav,Grocery,Atta,Ghaziabad,Uttar Pradesh,3,6180,0.15,293.55,Card
ORD00665,01-02-2026,Komal Kumar,Electronics,Keyboard,Ghaziabad,Uttar Pradesh,6,17970,0.08,1832.94,UPI
ORD00666,24-04-2026,Amit Kumar,Clothing,T-Shirt,Bengaluru,Karnataka,5,5065,0.05,1025.66,Wallet
ORD00667,25-07-2025,Pooja Gupta,Clothing,T-Shirt,Pune,Maharashtra,3,6057,0.05,1226.54,Cash
ORD00668,02-06-2025,Arjun Gupta,Clothing,Hoodie,Kota,Rajasthan,6,7578,0.05,1534.55,UPI
ORD00669,23-11-2025,Simran Singh,Electronics,Monitor,Ghaziabad,Uttar Pradesh,5,117790,0.1,11190.05,Cash
ORD00670,08-07-2026,Sneha Sharma,Furniture,Table,Noida,Uttar Pradesh,3,62685,0.05,10186.31,Card
ORD00671,25-02-2025,Priya Mehta,Electronics,Printer,Bengaluru,Karnataka,1,7542,0.08,769.28,Net Banking
ORD00672,02-04-2026,Tanya Yadav,Furniture,Filing Cabinet,Pune,Maharashtra,5,107130,0.15,13659.08,Cash
ORD00673,22-04-2026,Shivam Singh,Clothing,Hoodie,Ghaziabad,Uttar Pradesh,6,28020,0,6164.4,UPI
ORD00674,26-08-2025,Karan Singh,Grocery,Cooking Oil,Kota,Rajasthan,3,5958,0.08,428.98,Wallet
ORD00675,10-04-2026,Aditya Sharma,Clothing,Jacket,Jaipur,Rajasthan,2,6012,0.05,1217.43,UPI
ORD00676,17-10-2025,Mohit Patel,Grocery,Cooking Oil,Agra,Uttar Pradesh,4,7876,0.02,732.47,Wallet
ORD00677,30-11-2025,Varun Kumar,Furniture,Desk Lamp,Noida,Uttar Pradesh,4,96820,0,17427.6,Cash
ORD00678,07-09-2025,Varun Singh,Grocery,Spices,Pune,Maharashtra,4,4228,0.1,274.82,Net Banking
ORD00679,22-03-2026,Shivam Yadav,Grocery,Cooking Oil,Agra,Uttar Pradesh,2,5000,0.08,360,Wallet
ORD00680,11-08-2026,Aditya Kumar,Furniture,Table,Bengaluru,Karnataka,6,20112,0.15,2564.28,Wallet
ORD00681,12-11-2025,Riya Kumar,Grocery,Biscuits,Mumbai,Maharashtra,1,1903,0.02,176.98,Wallet
ORD00682,04-03-2025,Priya Verma,Electronics,Tablet,Agra,Uttar Pradesh,4,171480,0.15,13289.7,Card
ORD00683,26-10-2025,Riya Patel,Electronics,Keyboard,Bengaluru,Karnataka,2,60572,0.1,5754.34,Wallet
ORD00684,07-08-2026,Vivek Mehta,Grocery,Sugar,Ghaziabad,Uttar Pradesh,6,8256,0.05,681.12,Cash
ORD00685,29-10-2025,Amit Yadav,Electronics,Laptop,Pune,Maharashtra,5,135445,0.02,16659.74,Wallet
ORD00686,23-04-2025,Vivek Sharma,Electronics,Laptop,Chandigarh,Chandigarh,5,271940,0.05,30593.25,Card
ORD00687,26-01-2026,Nikhil Jain,Grocery,Spices,Bengaluru,Karnataka,3,4941,0.08,355.75,Card
ORD00688,04-01-2026,Nikhil Singh,Furniture,Sofa,Meerut,Uttar Pradesh,2,38000,0.08,5776,Cash
ORD00689,28-05-2025,Aditya Mehta,Furniture,Table,Delhi,Delhi,1,22046,0,3968.28,Card
ORD00690,12-03-2026,Tanya Singh,Electronics,Keyboard,Bengaluru,Karnataka,4,227880,0.08,23243.76,Net Banking
ORD00691,11-03-2026,Tanya Sharma,Grocery,Pulses,Jaipur,Rajasthan,3,3012,0.02,280.12,Wallet
ORD00692,14-07-2026,Shivam Yadav,Grocery,Sugar,Chandigarh,Chandigarh,5,5910,0.08,425.52,UPI
ORD00693,09-05-2026,Priya Singh,Electronics,Printer,Chandigarh,Chandigarh,3,24048,0.1,2284.56,Wallet
ORD00694,01-04-2025,Karan Kaur,Clothing,Shoes,Mumbai,Maharashtra,1,4587,0.1,848.6,UPI
ORD00695,26-04-2026,Sneha Jain,Clothing,Kurta,Delhi,Delhi,3,14046,0,3090.12,Net Banking
ORD00696,06-02-2025,Tanya Gupta,Clothing,Shoes,Agra,Uttar Pradesh,3,8007,0.02,1705.49,Wallet
ORD00697,22-02-2025,Vivek Patel,Clothing,T-Shirt,Bengaluru,Karnataka,4,6740,0.1,1246.9,UPI
ORD00698,12-10-2025,Simran Singh,Clothing,Shoes,Noida,Uttar Pradesh,2,8882,0,1954.04,Wallet
ORD00699,25-04-2025,Tanya Singh,Clothing,Jacket,Ahmedabad,Gujarat,3,1248,0.15,209.04,Wallet
ORD00700,30-08-2025,Aditya Singh,Furniture,Filing Cabinet,Kota,Rajasthan,3,19641,0.05,3191.66,Wallet
ORD00701,23-05-2026,Nikhil Mehta,Electronics,Smartphone,Noida,Uttar Pradesh,2,79258,0.02,9748.73,Card
ORD00702,28-09-2025,Rohit Sharma,Grocery,Atta,Ghaziabad,Uttar Pradesh,5,7465,0,746.5,Card
ORD00703,30-06-2026,Karan Mehta,Grocery,Spices,Kota,Rajasthan,3,6090,0.15,289.28,Net Banking
ORD00704,23-10-2025,Sneha Mehta,Grocery,Tea,Meerut,Uttar Pradesh,5,9300,0,930,Cash
ORD00705,07-10-2025,Anjali Gupta,Electronics,Monitor,Mumbai,Maharashtra,6,142728,0.08,14558.26,Cash
ORD00706,05-09-2025,Shivam Verma,Electronics,Headphones,Bengaluru,Karnataka,5,131170,0.08,13379.34,Wallet
ORD00707,11-01-2025,Rahul Kumar,Clothing,Dress,Chandigarh,Chandigarh,2,5732,0.1,1060.42,UPI
ORD00708,13-08-2025,Vivek Gupta,Grocery,Cooking Oil,Mumbai,Maharashtra,1,1906,0.05,157.25,Card
ORD00709,11-08-2025,Tanya Kumar,Electronics,Laptop,Pune,Maharashtra,1,4327,0.1,411.06,UPI
ORD00710,03-08-2026,Arjun Kumar,Electronics,Keyboard,Jaipur,Rajasthan,6,303960,0.15,23556.9,Card
ORD00711,10-04-2026,Simran Mehta,Clothing,Jacket,Kota,Rajasthan,6,5520,0.15,924.6,Cash
ORD00712,27-01-2026,Riya Yadav,Clothing,Jeans,Kolkata,West Bengal,1,2571,0,565.62,UPI
ORD00713,19-05-2026,Pooja Patel,Clothing,Hoodie,Lucknow,Uttar Pradesh,2,7818,0,1719.96,Net Banking
ORD00714,18-03-2026,Pooja Patel,Furniture,Filing Cabinet,Kota,Rajasthan,1,5514,0.1,799.53,UPI
ORD00715,09-08-2026,Simran Kaur,Grocery,Tea,Noida,Uttar Pradesh,1,378,0,37.8,UPI
ORD00716,04-02-2026,Simran Singh,Grocery,Atta,Bengaluru,Karnataka,6,498,0,49.8,Cash
ORD00717,23-03-2026,Riya Kumar,Grocery,Rice,Mumbai,Maharashtra,6,12534,0.08,902.45,Wallet
ORD00718,04-08-2026,Varun Yadav,Furniture,Office Chair,Jaipur,Rajasthan,6,99576,0,17923.68,Cash
ORD00719,02-07-2026,Anjali Kumar,Clothing,Shoes,Delhi,Delhi,6,6252,0.05,1266.03,Net Banking
ORD00720,29-01-2026,Pooja Gupta,Clothing,Dress,Ghaziabad,Uttar Pradesh,2,9684,0,2130.48,Net Banking
ORD00721,25-03-2026,Pooja Singh,Electronics,Smartphone,Kota,Rajasthan,1,58613,0.15,4542.51,UPI
ORD00722,03-02-2026,Priya Jain,Furniture,Office Chair,Chandigarh,Chandigarh,5,43070,0.08,6546.64,Cash
ORD00723,12-12-2025,Amit Mehta,Grocery,Pulses,Delhi,Delhi,1,1469,0,146.9,UPI
ORD00724,04-07-2026,Neha Patel,Furniture,Filing Cabinet,Bengaluru,Karnataka,5,79095,0.15,10084.61,Card
ORD00725,20-01-2025,Aditya Patel,Electronics,Laptop,Chandigarh,Chandigarh,2,65280,0.15,5059.2,UPI
ORD00726,21-02-2025,Vivek Kumar,Furniture,Filing Cabinet,Bengaluru,Karnataka,2,2540,0.02,439.42,Net Banking
ORD00727,14-08-2025,Priya Verma,Furniture,Desk Lamp,Noida,Uttar Pradesh,1,4541,0.08,690.23,Net Banking
ORD00728,04-05-2025,Shivam Jain,Clothing,Hoodie,Ahmedabad,Gujarat,6,21558,0.05,4365.49,Card
ORD00729,27-06-2025,Anjali Kumar,Clothing,Hoodie,Kolkata,West Bengal,2,1346,0.1,249.01,UPI
ORD00730,14-01-2026,Varun Singh,Clothing,Jeans,Kolkata,West Bengal,4,6704,0.15,1122.92,Net Banking
ORD00731,21-01-2026,Arjun Sharma,Furniture,Desk Lamp,Delhi,Delhi,2,8150,0.15,1039.12,Net Banking
ORD00732,31-08-2026,Vivek Mehta,Electronics,Laptop,Delhi,Delhi,2,12882,0.15,998.36,Net Banking
ORD00733,07-04-2026,Nikhil Verma,Furniture,Table,Meerut,Uttar Pradesh,6,58068,0.1,8419.86,Card
ORD00734,05-11-2025,Mohit Mehta,Electronics,Keyboard,Chandigarh,Chandigarh,4,162844,0,21169.72,UPI
ORD00735,06-01-2026,Varun Jain,Furniture,Table,Noida,Uttar Pradesh,5,19675,0.1,2852.88,Card
ORD00736,02-06-2025,Aditya Kaur,Grocery,Sugar,Lucknow,Uttar Pradesh,1,873,0,87.3,Card
ORD00737,19-10-2025,Pooja Mehta,Furniture,Filing Cabinet,Delhi,Delhi,1,21930,0.05,3563.62,Cash
ORD00738,23-02-2025,Varun Singh,Clothing,Kurta,Kolkata,West Bengal,4,2616,0,575.52,Card
ORD00739,01-04-2026,Shivam Patel,Electronics,Printer,Mumbai,Maharashtra,1,5243,0.02,644.89,Cash
ORD00740,23-04-2025,Anjali Verma,Grocery,Sugar,Chandigarh,Chandigarh,6,8484,0.02,789.01,UPI
ORD00741,17-03-2025,Aditya Patel,Furniture,Filing Cabinet,Jaipur,Rajasthan,2,26210,0.02,4534.33,Net Banking
ORD00742,02-07-2025,Riya Yadav,Electronics,Tablet,Meerut,Uttar Pradesh,2,81078,0.08,8269.96,Card
ORD00743,10-12-2025,Neha Sharma,Grocery,Sugar,Bengaluru,Karnataka,3,3552,0.02,330.34,Wallet
ORD00744,15-04-2026,Nikhil Singh,Electronics,Headphones,Meerut,Uttar Pradesh,1,56413,0.08,5754.13,Cash
ORD00745,24-06-2025,Shivam Jain,Furniture,Bookshelf,Pune,Maharashtra,2,43410,0.1,6294.45,Card
ORD00746,29-08-2026,Aditya Kaur,Electronics,Tablet,Ahmedabad,Gujarat,5,163305,0.02,20086.51,Cash
ORD00747,21-03-2026,Shivam Verma,Electronics,Tablet,Chandigarh,Chandigarh,2,33682,0.05,3789.22,Wallet
ORD00748,27-04-2026,Komal Sharma,Furniture,Desk Lamp,Delhi,Delhi,4,8996,0,1619.28,Net Banking
ORD00749,23-05-2026,Karan Kumar,Grocery,Pulses,Kolkata,West Bengal,6,2886,0.08,207.79,Wallet
ORD00750,02-09-2025,Priya Sharma,Electronics,Tablet,Ghaziabad,Uttar Pradesh,2,48176,0.05,5419.8,Net Banking
ORD00751,21-08-2026,Rahul Kaur,Clothing,Jeans,Chandigarh,Chandigarh,4,19888,0.15,3331.24,Net Banking
ORD00752,21-04-2026,Rahul Kumar,Furniture,Filing Cabinet,Jaipur,Rajasthan,2,25874,0.15,3298.93,Net Banking
ORD00753,10-07-2026,Shivam Verma,Clothing,Kurta,Delhi,Delhi,3,11364,0.05,2301.21,UPI
ORD00754,24-04-2025,Riya Yadav,Clothing,Dress,Delhi,Delhi,5,16405,0,3609.1,Net Banking
ORD00755,10-03-2025,Varun Verma,Electronics,Smartphone,Agra,Uttar Pradesh,2,86156,0.1,8184.82,Card
ORD00756,18-08-2026,Pooja Verma,Clothing,Jeans,Mumbai,Maharashtra,1,4219,0.15,706.68,Cash
ORD00757,25-02-2025,Priya Yadav,Clothing,Jacket,Mumbai,Maharashtra,6,22584,0.05,4573.26,Cash
ORD00758,29-06-2026,Varun Gupta,Grocery,Pulses,Mumbai,Maharashtra,5,2910,0.08,209.52,Net Banking
ORD00759,14-04-2026,Priya Kumar,Clothing,Hoodie,Bengaluru,Karnataka,6,5022,0.02,1069.69,Net Banking
ORD00760,25-04-2025,Neha Kaur,Furniture,Bookshelf,Noida,Uttar Pradesh,1,6199,0.05,1007.34,Card
ORD00761,09-07-2026,Neha Kaur,Furniture,Desk Lamp,Bengaluru,Karnataka,1,10406,0.08,1581.71,Cash
ORD00762,13-07-2025,Priya Sharma,Grocery,Pulses,Chandigarh,Chandigarh,6,1002,0.05,82.67,Card
ORD00763,31-08-2026,Komal Jain,Clothing,Shoes,Pune,Maharashtra,3,8919,0.08,1712.45,Net Banking
ORD00764,24-09-2025,Karan Kaur,Grocery,Tea,Pune,Maharashtra,2,2670,0.02,248.31,Cash
ORD00765,19-10-2025,Sneha Singh,Clothing,Hoodie,Ahmedabad,Gujarat,1,1515,0.05,306.79,Wallet
ORD00766,07-06-2025,Arjun Verma,Furniture,Filing Cabinet,Mumbai,Maharashtra,3,20316,0.02,3514.67,UPI
ORD00767,14-01-2026,Arjun Verma,Electronics,Smartphone,Pune,Maharashtra,2,58988,0.05,6636.15,Wallet
ORD00768,07-07-2026,Arjun Jain,Electronics,Smartphone,Agra,Uttar Pradesh,2,50078,0.08,5107.96,Cash
ORD00769,15-04-2026,Anjali Singh,Electronics,Laptop,Jaipur,Rajasthan,4,203860,0.02,25074.78,UPI
ORD00770,11-08-2026,Neha Patel,Clothing,Dress,Chandigarh,Chandigarh,3,12546,0.05,2540.57,Net Banking
ORD00771,23-05-2025,Varun Kumar,Clothing,Dress,Noida,Uttar Pradesh,6,25338,0,5574.36,Cash
